SDN,pH_1,pH_2,pH_3,pH_4,pH_5,pH_6,pH_7,pH_8,pH_9,pH_10,pH_11,pH_12,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC_10,TC_11,TC_12,QF_pH_1,QF_pH_2,QF_pH_3,QF_pH_4,QF_pH_5,QF_pH_6,QF_pH_7,QF_pH_8,QF_pH_9,QF_pH_10,QF_pH_11,QF_pH_12,QF_TC_1,QF_TC_2,QF_TC_3,QF_TC_4,QF_TC_5,QF_TC_6,QF_TC_7,QF_TC_8,QF_TC_9,QF_TC_10,QF_TC_11,QF_TC_12
738225.687534722,8.08630671072654,7.55717437362602,7.89786895183375,7.55025244580887,7.66406048196683,7.78381498801788,7.6368927348802,7.54015678310498,7.6610507711803,7.79860985553578,7.89199534944365,7.79892693964694,14.8823033371169,13.2366632280951,15.6405293011531,13.0736092522183,18.3364327225338,10.2711760480357,18.7534811923854,12.9848029145742,17.1901358677022,10.2956620480114,15.6489609279048,10.4716610962605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
738225.708368056,7.90625970524115,7.56926070658416,7.89634027710232,7.54294704062294,7.65188627347616,7.78958802812147,7.64493914903221,7.5372919558367,7.64623602734213,7.7919242048676,7.89039410464012,7.79275129233621,14.801472437206,13.1142877480448,15.5306546324619,12.8660607580009,18.4428854886479,10.1725060616577,18.8135072490666,12.7987282620483,17.9241736912217,10.1910901135667,15.4998908692344,10.328689622178,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,4
738225.729201389,7.88543126087221,7.55131593280911,7.89160777865009,7.55013195257205,7.64405647430872,7.77902606321182,7.62874375104888,7.54362589326952,7.64505948614454,7.78114514234527,7.88893605930551,7.80566528052781,15.5732799083992,12.9318493870347,15.6615325607306,12.8252678492613,18.4756678536089,9.95489144280478,18.599499427303,12.7278723237578,18.4704747745166,9.94874785387007,15.6949114302486,10.0074741503189,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1
738225.750034722,7.89418928225083,7.54732727086458,7.89279069041789,7.55402161111633,7.65644285499422,7.8060654355773,7.65268421244011,7.57394669903291,7.63152097548303,7.80439872212129,7.90359824725215,7.80341937629855,15.746356554013,12.9334410610306,15.7438906287773,12.8766192684453,18.6088375850055,9.99765992290952,18.774668486449,12.8182559470247,18.6108023003641,10.0042264563898,15.86113941857,10.0528190994536,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
738225.770868056,7.89070061087418,7.52647799934661,7.89566377783973,7.54667022196469,7.65383505563736,7.77798516658079,7.64984683355652,7.55902838864686,7.6309035548317,7.80231966695817,7.89272072203554,7.79139549956474,15.4136379958881,12.8248931112879,15.3706802749434,12.7518198333546,18.4959671643069,10.0516644431068,18.6327234399564,12.5868331118012,18.3791854947771,10.0541112209952,15.3784319986042,10.10426744345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.791701389,7.88847116996663,7.55702083004267,7.87726626087472,7.53670715019916,7.65297892489893,7.77755877075911,7.65833998418679,7.55027700394662,7.64409364031775,7.78591642688077,7.89044532411314,7.80602604743308,15.4935331858939,12.9111488142497,15.4554643756237,12.7235158814552,18.5436057114808,9.96763956519044,18.7206300119067,12.6411641225747,18.552319545462,9.96021576677181,15.5439656207015,10.0114839565017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.812534722,7.88937635310177,7.51149147101467,7.89118177634487,7.54646249425222,7.64916161205405,7.80310409340493,7.64306541162607,7.52533891794484,7.62740768267961,7.80820202305185,7.89481719994898,7.8032869532472,15.7099532480243,12.9579779745739,15.7483606102161,12.9382119018518,18.7536196412768,9.96612004817421,19.0065257548908,12.758439503797,18.6176314702233,9.97283668349185,15.7439328227523,10.018915389317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.833368056,7.8928878251147,7.55282575799478,7.88245491674084,7.55374124228063,7.64724132927624,7.80170759092565,7.63410681373771,7.52957945707695,7.64098299216787,7.80228762301652,7.89345210735027,7.80402138838841,15.5677223054251,12.8544765227919,15.5087131331542,12.7254661544348,18.3726136920483,10.066539872786,18.4140607783369,12.6110021779672,18.4256383852986,10.0776197259718,15.5454514670769,10.1218849759289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.854201389,7.89119228577272,7.54336314289285,7.88951685721524,7.54034771454443,7.64966342864617,7.79568699997362,7.630359286051,7.56038342831501,7.64151685711637,7.79980185717089,7.89767585710168,7.7877911430009,15.4443992874053,12.7898587151301,15.4442020017672,12.5871648581429,18.4581364279738,9.98654899975812,18.6844451418881,12.623655714977,18.45103942855,9.99564399973821,15.4641627165144,10.0385174283386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.875034722,7.8931448378374,7.55007706358275,7.88718398016765,7.54947454175249,7.65129595650981,7.80694355325261,7.62761659752814,7.55221844295029,7.64447872762497,7.78491503170622,7.88469481814698,7.79115004687097,15.705011485464,12.9630183218414,15.6452962382494,12.7563470361307,18.5917311570011,10.0815913018359,18.7459687492721,12.680742922651,18.7027361721725,10.0889637522385,15.6643698372801,10.1023549974708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.895868056,7.89520813453809,7.54248107041665,7.88684274708561,7.55536131894161,7.65904911459721,7.8016795253527,7.62999707853683,7.57216558885776,7.64602872675194,7.79937385026094,7.89200645031699,7.7894605454084,15.6026280259037,12.888523346199,15.503962586078,12.7218460127717,18.5099557272391,10.0614615684999,18.5812776345589,12.6609375601018,18.5533490698788,10.0773247384578,15.4915008432247,10.1061691617229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.916701389,7.8939306102314,7.55139309041878,7.89435137400818,7.52887696053129,7.64885134252448,7.80307581490196,7.62143367332615,7.54836073240981,7.64053824814238,7.79658060213231,7.89909128342224,7.76617219344919,15.618914718124,12.870176278663,15.5886109731424,12.6844187277859,18.4295649155312,9.97634966979795,18.4421047281626,12.6443490197317,18.4106955158599,9.98552750052135,15.6667823617542,10.0069480678036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.937534722,7.89546299998553,7.52504279041621,7.89067552561714,7.53647568394184,7.6499887113872,7.79770215819446,7.63483435164333,7.55425993668418,7.65278716194601,7.80339267195126,7.89526231223219,7.8054383162897,15.7102541601536,12.9442595960619,15.6636752707517,12.8958821570616,18.4202315352179,10.0841465660227,18.5981649916425,12.7123657729582,18.5406866819283,10.0893810718939,15.6809650725548,10.0962981863592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.958368056,7.89774318177111,7.53291390846771,7.88676290806339,7.54638090956724,7.65518163627064,7.80444381871765,7.63501809119881,7.52573490928529,7.6532819994615,7.80547072778718,7.89414536364563,7.79681118289319,15.464227273599,12.7808660851408,15.4393010926554,12.7061702684509,18.5154518127309,10.0637062714289,18.590843537393,12.5346532683643,18.3866683542615,10.0714319987366,15.4385680981513,10.0932329084144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738225.979201389,7.89258523719457,7.55306001193382,7.89039983001731,7.5387117707896,7.6552437193472,7.79380774690014,7.6415127349251,7.52787796832038,7.63197855718377,7.78630392476515,7.88970938740236,7.80239833626068,15.6242896217337,12.8789713326748,15.6549497722495,12.7453961465516,18.6725067179973,9.94840796793964,18.7848204857652,12.5837335614851,18.4820072257118,9.95493550148616,15.6857264995518,9.98682748181311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.000034722,7.89256720313734,7.53324161740563,7.90622107815821,7.53200847639116,7.64694875781629,7.80820053900296,7.65267137513642,7.54415142138559,7.65329658601357,7.79230754692178,7.89126257029216,7.78185248433803,15.76523301426,12.9889854677256,15.7530301542725,12.8086150516966,18.5806157745623,10.0671907742056,18.7634074398375,12.6633142229824,18.6576311016461,10.0884128057847,15.7394536141141,10.0943532741969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.020868056,7.89245444878625,7.52787832252077,7.89914536674297,7.52436906127804,7.6449914406236,7.77625255840143,7.64105302066439,7.54324037343755,7.63949666830798,7.7868851407753,7.89624887052732,7.79196854756949,15.5164695676399,12.8543396131621,15.534572423635,12.724231226743,18.3295253020245,10.0045032145215,18.4076574416455,12.5313904794176,18.3239112108233,10.0140346314976,15.5804888280401,10.0451267465053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.041701389,7.8895244544937,7.51671718179796,7.89309845455874,7.5366553636142,7.64502172725337,7.78564699990315,7.6358677273359,7.5456032728395,7.61892654543283,7.80052490889485,7.88980827267475,7.77860218133265,15.6295048190415,12.8354796365129,15.6729192737684,12.7222710919755,18.6843574551228,9.91744445408596,18.8586468166924,12.5813085464757,18.4937631827232,9.94024772687887,15.6842515465358,9.9806529997268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.062534722,7.88947023046176,7.54698012112492,7.89350206251129,7.52613537892824,7.66090785941788,7.7749185898481,7.60490136718944,7.57434116804815,7.63244587103048,7.79448634380519,7.87688332806586,7.7881759022723,15.4348161557172,12.8073093708088,15.3963078508316,12.6288332142902,18.6325650076942,10.0627350938145,18.7114439649245,12.6335510156581,18.5425354680282,10.0828667578591,15.3097586202091,10.1217485938028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.083368056,7.88520528313776,7.54544774837928,7.89256768111126,7.52484416105435,7.65316336244594,7.7794352048006,7.61263511726514,7.52571316509065,7.63542207790751,7.79616274048713,7.89429840157156,7.796531468556,15.5432931519702,12.8904062322298,15.5608710691069,12.6239037332026,18.6965553727061,9.93867856091588,18.661036125873,12.5905225095353,18.5783626183608,9.95747149004121,15.645537737536,10.0044516238468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.104201389,7.89047677952369,7.55051987394373,7.88598080304079,7.54798353523407,7.64993954325341,7.79540216546079,7.62099598417674,7.57237343301407,7.62405051186507,7.77401056684417,7.88991727557658,7.79758701582643,15.4804768907697,12.7828421179569,15.4904517724769,12.7144692199789,18.5702025825106,9.98902783454476,18.5556352106069,12.5147530231908,18.4677980471815,10.0159221889145,15.4544843476857,10.0368376141057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.125034722,7.88759892914291,7.54613757488727,7.89980221257126,7.53043833083763,7.65018345666371,7.76461977958055,7.61405179582971,7.54024588214123,7.63612979546492,7.79100277971083,7.89578772443102,7.79052571652885,15.5454715434349,12.7313390015522,15.5639046862695,12.643368591075,18.4079129639845,9.97551703057386,18.3634772518833,12.5338236782948,18.542635049505,10.0039249988852,15.6369566137634,10.0255297235153,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.145868056,7.88215408168935,7.53640878251685,7.89680530743486,7.55080265334488,7.64595317524936,7.76535916326106,7.62812095802111,7.53545673155665,7.64309572785684,7.79023460307095,7.87569356845899,7.7921828245611,15.7070660520321,13.0281400271998,15.765993468336,12.7889854183767,18.48912586616,9.93508115775033,18.4852760493439,12.7705924347511,18.6839769090413,9.95620542655316,15.757030499673,9.98120639084316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.166701389,7.88237801182097,7.53656025862687,7.8857600235378,7.56016511758619,7.64394294119975,7.77748558858177,7.64192071764268,7.53771868224746,7.6421596002166,7.81012468209387,7.89575164699803,7.78594998825713,15.5830157399231,12.8021809875842,15.592447151534,12.6552732461447,18.3619094025078,10.0331409051225,18.4295324861501,12.5425627064179,18.5466282381935,10.0481757757114,15.6631362917845,10.0664698701086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.187534722,7.88101025377782,7.53373813635215,7.88709860986904,7.5376915153089,7.6477315151821,7.80238048855485,7.65117804535661,7.53138415161598,7.63080580305415,7.79407367811,7.89282407195414,7.80755539378867,15.7481880605699,12.9031920684906,15.816070848386,12.7182337506417,18.5511156332754,9.92317234462477,18.7105275690567,12.5738762733403,18.5885684853082,9.93354925748704,15.9622548404307,9.96953583703645,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.208368056,7.87857348433238,7.54370887525457,7.8834285156468,7.55149390661064,7.64454725816075,7.80086015564754,7.62165379790975,7.55190950660208,7.61343354675299,7.79449797664745,7.89104377352434,7.78083163342989,15.7201256268787,12.9516850053589,15.7392147273304,12.7133788571985,18.5361691168138,10.0303103528787,18.6324435920057,12.605126636948,18.5981131920627,10.0499997435052,15.7955308818409,10.0554484545839,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.229201389,7.87680149806289,7.53916121946477,7.88463503950397,7.50441476467936,7.64805782745926,7.76950269814783,7.64913834892505,7.5422941963377,7.6667422978685,7.787712761116,7.89318056065891,7.78639207824173,15.5964987410269,12.8762590828778,15.6355580661813,12.6342903269145,18.5091727933707,9.94516863430838,18.7195195155644,12.4959056603032,18.6634346076442,9.96681411258426,15.6543767566157,9.9861316265906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.250034722,7.87598723729405,7.52973387542898,7.89500324115631,7.55468727581735,7.6431335487216,7.77561056851854,7.64256034573542,7.52218090282168,7.61419681338996,7.79478149410176,7.89830025280564,7.78468808580859,15.7673895181509,12.9871768634633,15.8770084090878,12.7983770106082,18.8592156667852,9.8533866898012,19.0237579971452,12.6481092292127,18.6527296697983,9.86171546403508,15.9549443146754,9.89732580225199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.270868056,7.86920349019268,7.54760660792872,7.88848274521479,7.54278351014575,7.64479680389975,7.77272272538991,7.64238568605603,7.54986692166451,7.631944803709,7.80507296020359,7.88831698060278,7.78926535333529,15.7487662130546,13.0901076428015,15.8044108982307,12.9060488574252,18.662983649685,9.9134068247994,18.8676565469055,12.812544209456,18.6788149409335,9.92971464829123,15.8094576424159,9.9643808050535,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.291701389,7.85674671091596,7.52412631609194,7.88124305452666,7.55206482061239,7.65530162506191,7.80254689844206,7.63698680874048,7.53789917167699,7.66310418372005,7.79070907411957,7.88506871860324,7.78811589839538,15.6485774906622,12.8477671394472,15.629611091472,12.6348357294509,18.6133975074552,9.93552574675992,18.8256554161232,12.5519307719708,18.7590941725198,9.9446913327553,15.6688957038711,9.97978903571948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.312534722,7.8744432666877,7.53040966662754,7.87917438040263,7.55567658361309,7.65651569774621,7.76563254158059,7.62645330599689,7.52207465194126,7.65013400353034,7.7918995060145,7.88645293745452,7.7821951964139,15.8426886974234,13.0937738823219,15.9111149628492,12.9853440287196,18.8207575804392,9.92228972762357,19.0777281299329,12.8061893858405,18.7994423177367,9.93817423320521,15.9900646926385,9.97262256650431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.333368056,7.88429094867424,7.54063121648433,7.88760594873334,7.55261649910603,7.65355482996005,7.78489045950335,7.63719743306718,7.5423969687908,7.63758250477056,7.76250898482884,7.88652806186674,7.79103274270133,15.7795040164225,13.0985455858082,15.790625016324,12.9799095587563,18.5441973573148,9.99228203169681,18.7587060223379,12.8046599101702,18.5206899416207,9.99792084603257,15.8254335045098,10.0405106604274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.354201389,7.88302694745796,7.54362163122487,7.89391547371987,7.56003273730568,7.64465236839334,7.79510431583711,7.63491094714711,7.54412736823113,7.63693221052624,7.79663047411204,7.89760163158443,7.80281942134088,15.826699686236,12.8976635252699,15.8586396341693,12.8181036318584,18.5629991045316,9.97686368359984,18.8190483137408,12.6552890514975,18.4230459474029,9.98658999943864,15.9495644772464,10.0470862627172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.375034722,7.89211066126591,7.55662917660754,7.90420481794134,7.53011539978227,7.64493701002271,7.75668475889633,7.62548578573105,7.55737394741513,7.64776872353895,7.78559318812491,7.8968830415909,7.80981245824992,15.7647661213571,13.1239627594899,15.9281846235397,12.9473476639382,18.6635105403215,10.1276604610827,18.9313658811181,12.8414622116034,18.3759928136085,10.1432591382272,15.9563857513624,10.1848989974249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.395868056,7.89131900512337,7.54818086496947,7.89199716055851,7.53945672580159,7.6509914559555,7.78899189587018,7.64712566268164,7.53585326418385,7.63040941966485,7.79642064732587,7.88735340416577,7.80895715023152,15.5268010435323,13.1280809846385,15.6055249815015,12.9698046695105,18.7860272618363,10.1940188439027,19.086287738162,12.8542270788254,18.4012701998973,10.2042612583812,15.5855911802138,10.2581925642485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.416701389,7.88694102092265,7.54463944220696,7.88928735405301,7.54054967200061,7.65330724458389,7.78610063051695,7.62934326540763,7.5595097291214,7.62873017704969,7.7766846037617,7.88749688032455,7.80859321347964,15.7658862572289,13.1951254338489,15.8792582771316,13.1131196433381,18.8894201627293,10.1525760619365,19.104762344811,12.9735847424155,18.5680085423043,10.1580192182335,15.9889814972783,10.2283692860088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.437534722,7.8962555259454,7.53533350445292,7.89282728869453,7.55297705258144,7.65303940236403,7.77151206220987,7.64143339250406,7.53329277318797,7.64973135036944,7.77709807176244,7.88487286570433,7.81172739234038,15.943506122228,13.264781133625,16.051184597101,13.2273161559438,18.9873160508217,10.1923586935976,19.3345697185202,13.0933948574492,18.7700895913291,10.1924683846562,16.1213856332713,10.2934343737063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.458368056,7.88807862307182,7.54748993678616,7.89307593714884,7.55843652817444,7.65601835603228,7.78550784316581,7.63383161318321,7.55679578045768,7.63290197909388,7.78900077995708,7.89426516252428,7.80080920403002,15.5096564131631,13.1259634090459,15.6964016530547,13.0622138538564,18.9629362892581,10.2878567127695,19.2743299069412,12.9454727815764,18.8152202405608,10.2801972781745,15.7686110586837,10.3452002041271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.479201389,7.89214244213859,7.55129264751984,7.89366767375492,7.55179656341433,7.65514205262277,7.78468284237622,7.63666075778658,7.54140779492891,7.64142614191195,7.80288103177978,7.89545198417821,7.79632522610608,15.6914653883621,13.2489521847336,15.8683982154877,13.1640010590865,18.9102177852722,10.2019025576957,19.1362547592472,12.9960612012019,18.9038465993357,10.2056617998467,15.936241752127,10.2565611313067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.500034722,7.89705342727086,7.54419424944334,7.88970325007952,7.54176961960955,7.64844152613917,7.7863883743471,7.64410619214968,7.56168519881539,7.6481670104778,7.77251150475023,7.89246924493974,7.78613165078939,15.8033741117706,13.312473504907,15.9863856250993,13.2160027300621,19.0845336613921,10.0732012341669,19.4115858067858,13.0999074073525,19.1003105735682,10.0715332184802,16.0593828466217,10.1485148642681,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.520868056,7.89754410415138,7.53735604253407,7.89232554152429,7.54102820871783,7.65578687480653,7.78337250063752,7.633706374598,7.54089320862327,7.65180570832417,7.78035414631718,7.89440918744582,7.79905787474183,15.8243255801556,13.2990020617039,15.949923933829,13.2032233738346,18.9568371613354,10.2601196450386,19.1948708098239,13.1349861641582,19.0529960398436,10.2937243115145,16.0300826426259,10.3626202912458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
738226.541701389,7.8916514566797,7.56528231103362,7.89247974803247,7.55568225197573,7.65324923622264,7.78733940156989,7.65915962600497,7.52836283463457,7.64937082675588,7.80147609843563,7.89353719683955,7.78711064566088,15.7198884212753,13.3763361694325,16.0943407362242,13.2303399411306,18.8908909647917,10.3835414961034,19.3255476382059,13.0975026930777,18.1345937007457,10.4198972401867,16.2124772794398,10.5290491496341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
738226.562534722,7.8952055235785,7.5593490275947,7.89119695664246,7.52780436611575,7.6595188425129,7.80406085425709,7.65395068954612,7.54521240156264,7.66472490146767,7.79703391326057,7.88836873622578,7.8043624096048,15.7111630845963,13.2186386072247,15.9543384997787,13.020705842435,18.4898768045091,10.4079831165698,18.8582969150195,12.9981792518157,17.6984562440079,10.4411463608207,16.0681285433895,10.5555642818896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.583368056,7.89138570729098,7.56822565667602,7.90062360860291,7.52887322491365,7.64877782596219,7.79768818199117,7.61136257590709,7.57125985057421,7.64570358899574,7.80843883849072,7.89269231227783,7.80772660942391,15.3071996259947,12.8149854167248,15.5695710587392,12.6427075841618,18.2660812066185,10.1478242862617,18.5201943598599,12.5751284508346,17.8216302955041,10.1382418867347,15.5647996785432,10.2129759264018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4
738226.604201389,7.90529915355233,7.54953522047002,7.88810875589892,7.54650371652972,7.64691477558666,7.79000816142306,7.64954807086552,7.54785049606149,7.66650228741348,7.80211352361758,7.89170635432807,7.79962115749019,15.2155960748256,12.8829237401229,15.7661670392822,12.817262602345,18.3325698424592,10.0673050472417,18.5280208817955,12.7327638031337,17.5384790511578,10.0697100039345,15.8457227361138,10.1465390393678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.625034722,7.891561015869,7.52756909452042,7.89330359841126,7.54330727960108,7.65819397638616,7.78027542527869,7.62956533072144,7.54834209455848,7.66318727159354,7.79381166929452,7.89560513776459,7.809407287287,15.048301704541,12.8704829481848,15.8571512304154,12.7489755389924,18.5042617828585,10.1994701063949,18.7882695472578,12.7188972475918,17.6223798617223,10.2054270118499,15.9689980881431,10.3039080432798,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.645868056,8.11922921122552,7.5598905300781,7.89338651001799,7.54587033855082,7.66335557776606,7.77789501202021,7.64464021043288,7.54257282503154,7.66067476498908,7.79086314369112,7.88955006765158,7.80544186837389,14.9251224031009,12.9242522389258,15.6027824432004,12.7390421955869,18.2323276562179,10.3272754135599,18.6700034818937,12.6968393829787,16.9671294452922,10.3236759992487,15.578855030664,10.5143744576673,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
738226.666701389,8.04698415715914,7.552886472674,7.88943085424248,7.56939676773684,7.66618846059697,7.78561073231268,7.6471135238399,7.55224125182058,7.67088688968938,7.81450705123246,7.89475481488897,7.78972761813441,14.9273526178227,12.8686136346636,15.6082142596825,12.7377152841077,18.2039307239831,10.2282509294894,18.6074102448224,12.683525216903,17.0242494321255,10.2364110318195,15.7270642005492,10.423265968825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.687534722,8.06110499932267,7.54859849984561,7.89837000004056,7.5773280001493,7.67886249998071,7.78444649996353,7.64090600009459,7.55053499967005,7.65447600003697,7.80426900026473,7.8790390006418,7.80930899996443,15.0852455032547,12.962541500765,15.752895504206,12.941183000705,18.348611502187,10.1852834987731,18.5895194996994,12.8458690011519,17.1473065012991,10.2136424986819,15.8329735040972,10.4207229987562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.708368056,8.02166281826653,7.57084678015509,7.89866453996448,7.56753723953883,7.68085955998066,7.79713616022001,7.65193288059992,7.54707284034305,7.66117079980193,7.79845083957902,7.90166492030098,7.79840964081306,15.1319205612118,13.0646217845347,15.7949778418385,12.9320900068074,18.4606736864272,10.14314252041,18.7152291121062,12.8530835449288,17.1984785817693,10.1693340202986,15.9214544579046,10.3204668395229,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
738226.729201389,7.88767285873574,7.53158292549912,7.88469872549211,7.54123763542136,7.65694449409873,7.78982511377217,7.63843986678848,7.52930779581849,7.62303140778946,7.78515260773371,7.89389373327632,7.77828590986066,15.5804929331928,13.0569383301401,15.7317363728518,12.9971860007239,18.9090372873452,10.0370879255152,19.0656296411049,12.8787309220251,18.5763842213816,10.0506453961007,15.7513719135565,10.1119424587816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
738226.750034722,7.89339475273862,7.53584211790577,7.89014535276047,7.53507612899256,7.65092285882997,7.76693969398188,7.62456104700232,7.53486331754642,7.65001820066671,7.78878345858876,7.8885001883431,7.81250684708324,15.6149826022155,13.0869293767939,15.5936948725611,13.0004597999671,18.8784471271558,10.0002888236098,19.0150087990887,12.9009086243076,18.8996822732654,10.0071087176784,15.6590321204978,10.0679487645623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.770868056,7.89038301963192,7.55659942322261,7.89603956037406,7.57235830620817,7.65368124372638,7.80260483100545,7.61970250200671,7.52019960800662,7.65108170638378,7.79270021946718,7.87864518789604,7.80408142455914,15.4634799128006,12.9894916978558,15.5179535027682,12.9281593872768,18.5729064546773,10.0121862531402,18.5390933099924,12.8386275654327,18.6175151195943,10.0122280806451,15.4225572373818,10.0852213515795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.791701389,7.89798934625443,7.53307730346665,7.88871094946131,7.52739545496217,7.65417915966285,7.79050759516886,7.6235429806841,7.544661793915,7.63184159521927,7.79695540853783,7.89560371212502,7.81132241260396,15.3331109162309,12.889751346375,15.2874364690635,12.7369739803312,18.6420090879103,10.0115498208065,18.7334795686544,12.6791783119145,18.5097159097381,10.0189341865017,15.2202981260314,10.06987300758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738226.812534722,7.89954001564849,7.54072162502922,7.8959284219168,7.51924451564546,7.64579015626157,7.79844423430599,7.65041423445726,7.55741369542515,7.62805249216255,7.77788688273121,7.89470151558056,7.77617605456371,15.4126076568834,12.7712959766134,15.4124393365682,12.6702319531645,18.5579886103543,9.98644609340853,18.6979351812935,12.6292325312868,18.4314149070816,9.99190093718712,15.5590293836715,10.0444241950332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
